Class;Data Name;Technology;Zone;GMT;Location;Source;Source date;Creator;Creation date;Validator;Validation date;Validation Status;Public data?;Comments
RandomValueData;_heatingDemand;Heat Pump;SK;;heatingDemand_SK_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;DE;;heatingDemand_DE_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;GB;;heatingDemand_GB_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;PT;;heatingDemand_PT_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;HR;;heatingDemand_HR_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LV;;heatingDemand_LV_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;EE;;heatingDemand_EE_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;FI;;heatingDemand_FI_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;MT;;heatingDemand_MT_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;DK;;heatingDemand_DK_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;MK;;heatingDemand_MK_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BG;;heatingDemand_BG_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CZ;;heatingDemand_CZ_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;HU;;heatingDemand_HU_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;AT;;heatingDemand_AT_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
