Class;Data Name;Technology;Zone;GMT;Location;Source;Source date;Creator;Creation date;Validator;Validation date;Validation Status;Public data?;Comments
RandomValueData;_heatingDemand;Heat Pump;PL;;heatingDemand_PL_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;RO;;heatingDemand_RO_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;NO;;heatingDemand_NO_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LT;;heatingDemand_LT_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;SE;;heatingDemand_SE_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LU;;heatingDemand_LU_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CH;;heatingDemand_CH_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;RS;;heatingDemand_RS_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;NL;;heatingDemand_NL_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;ES;;heatingDemand_ES_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;GR;;heatingDemand_GR_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;ME;;heatingDemand_ME_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BE;;heatingDemand_BE_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;FR;;heatingDemand_FR_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BA;;heatingDemand_BA_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;IT;;heatingDemand_IT_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;IE;;heatingDemand_IE_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;SI;;heatingDemand_SI_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CY;;heatingDemand_CY_Heat_pump_REF16_2030.csv;REF16_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;NL;;heatingDemand_NL_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;IE;;heatingDemand_IE_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;DE;;heatingDemand_DE_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;MK;;heatingDemand_MK_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BE;;heatingDemand_BE_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;FI;;heatingDemand_FI_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;RO;;heatingDemand_RO_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BA;;heatingDemand_BA_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;RS;;heatingDemand_RS_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;PT;;heatingDemand_PT_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;DK;;heatingDemand_DK_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;BG;;heatingDemand_BG_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;HR;;heatingDemand_HR_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;SK;;heatingDemand_SK_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;GB;;heatingDemand_GB_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;IT;;heatingDemand_IT_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;HU;;heatingDemand_HU_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;GR;;heatingDemand_GR_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;ME;;heatingDemand_ME_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;FR;;heatingDemand_FR_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CY;;heatingDemand_CY_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LT;;heatingDemand_LT_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;AT;;heatingDemand_AT_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;SE;;heatingDemand_SE_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;PL;;heatingDemand_PL_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;MT;;heatingDemand_MT_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;ES;;heatingDemand_ES_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LV;;heatingDemand_LV_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;SI;;heatingDemand_SI_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;NO;;heatingDemand_NO_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CZ;;heatingDemand_CZ_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;EE;;heatingDemand_EE_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;CH;;heatingDemand_CH_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_heatingDemand;Heat Pump;LU;;heatingDemand_LU_Heat_pump_EUCO30_2030.csv;EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_1;BEV_home;ALL;;arrivals_BEV_home_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_1;BEV_work;ALL;;arrivals_BEV_work_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_1;PHEV_home;ALL;;arrivals_PHEV_home_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_1;PHEV_work;ALL;;arrivals_PHEV_work_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_0;BEV_home;ALL;;arrivals_BEV_home_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_0;BEV_work;ALL;;arrivals_BEV_work_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_0;PHEV_home;ALL;;arrivals_PHEV_home_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_arrivals_0;PHEV_work;ALL;;arrivals_PHEV_work_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_1;BEV_home;ALL;;departures_BEV_home_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_1;BEV_work;ALL;;departures_BEV_work_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_1;PHEV_home;ALL;;departures_PHEV_home_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_1;PHEV_work;ALL;;departures_PHEV_work_1.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_0;BEV_home;ALL;;departures_BEV_home_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_0;BEV_work;ALL;;departures_BEV_work_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_0;PHEV_home;ALL;;departures_PHEV_home_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
RandomValueData;_departures_0;PHEV_work;ALL;;departures_PHEV_work_0.csv;REF16_2030,EUCO30_2030;Artelys;;;;;;;
