-33;1
-32;1
-31;1
-30;1
-29;1
-28;1
-27;1
-26;1
-25;1
-24;1.06
-23;1.17
-22;1.28
-21;1.39
-20;1.5
-19;1.61
-18;1.72
-17;1.83
-16;1.94
-15;2.05
-14;2.16
-13;2.27
-12;2.38
-11;2.49
-10;2.6
-9;2.82
-8;3.04
-7;3.26
-6;3.3
-5;3.35
-4;3.39
-3;3.44
-2;3.49
-1;3.53
0;3.58
1;3.62
2;3.67
3;3.74
4;3.81
5;3.89
6;3.96
7;4.03
8;3.87
9;3.7
10;3.54
11;3.37
12;3.21
13;3.05
14;2.88
15;2.72
