??Id;Data Name;Technology;Zone;Begin data;End date;Time step;GMT;Source;Source date;Creator;Creation date;Validator;Validation date;Validation Status;Public data?;Comments;Class;Location;Value;Data hash;Consistency
N/A;_availability;Wind offshore fleet;BG;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_BG__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;PT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_PT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;BE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_BE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;FI;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_FI__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;DE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_DE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;EE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_EE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;NL;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_NL__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;IE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_IE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;PL;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_PL__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;GB;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_GB__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind offshore fleet;CY;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_offshore_fleet_CY__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;IE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_IE__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;MK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_MK__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;SI;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_SI__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;SK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_SK__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;ME;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_ME__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;GB;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_GB__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;ES;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_ES__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;AT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_AT__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;CH;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_CH__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;IT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_IT__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;RO;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_RO__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;PL;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_PL__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;BA;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_BA__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;DE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_DE__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;RS;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_RS__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;BE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_BE__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;FI;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_FI__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;CZ;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_CZ__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;HU;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_HU__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;FR;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_FR__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;BG;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_BG__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;PT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_PT__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;LU;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_LU__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;LT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_LT__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;HR;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_HR__availability.csv;N/A;N/A;N/A
N/A;_availability;Hydro RoR fleet;LV;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Hydro_RoR_fleet_LV__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;HU;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_HU__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;SE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_SE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;LT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_LT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;DK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_DK__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;BG;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_BG__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;FR;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_FR__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;HR;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_HR__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;LV;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_LV__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;LU;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_LU__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;EE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_EE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;MK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_MK__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;SK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_SK__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;ME;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_ME__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;SI;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_SI__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;IE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_IE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;GB;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_GB__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;ES;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_ES__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;AT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_AT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;MT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_MT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;CH;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_CH__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;GR;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_GR__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;IT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_IT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;BA;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_BA__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;NL;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_NL__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;RO;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_RO__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;PT;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_PT__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;BE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_BE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;FI;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_FI__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;DE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_DE__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;NO;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_NO__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;RS;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_RS__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;CZ;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_CZ__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;CY;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_CY__availability.csv;N/A;N/A;N/A
N/A;_availability;Wind onshore fleet;PL;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Wind_onshore_fleet_PL__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;GB;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_GB__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;SK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_SK__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;ME;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_ME__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;MK;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_MK__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;IE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_IE__availability.csv;N/A;N/A;N/A
N/A;_availability;Solar fleet;SE;Sat Jan 01 00:00:00 CET 2050;Sun Jan 01 00:00:00 CET 2051;60;Etc/GMT-1;METIS-S1-2050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;RandomValueData;Solar_fleet_SE__availability.csv;N/A;N/A;N/A
