Class;Data Name;Technology;Zone;GMT;Location;Source;Source date;Creator;Creation date;Validator;Validation date;Validation Status;Public data?;Comments
RandomValueData;_demand;GasForPowerOnly Thermosensitive;AT;;REF16_2030_AT_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;AT;;REF16_2030_AT_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;AT;;REF16_2030_AT_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;AT;;REF16_2030_AT_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;AT;;REF16_2030_AT_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;AT;;REF16_2030_AT_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;AT;;REF16_2030_AT_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;AT;;REF16_2030_AT_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;AT;;EUCO30_2030_AT_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;AT;;EUCO30_2030_AT_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;AT;;EUCO30_2030_AT_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;AT;;EUCO30_2030_AT_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;AT;;EUCO30_2030_AT_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;AT;;EUCO30_2030_AT_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;AT;;EUCO30_2030_AT_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;AT;;EUCO30_2030_AT_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BA;;REF16_2030_BA_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BA;;REF16_2030_BA_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BA;;REF16_2030_BA_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BA;;REF16_2030_BA_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BA;;REF16_2030_BA_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BA;;REF16_2030_BA_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BA;;REF16_2030_BA_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BA;;REF16_2030_BA_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BA;;EUCO30_2030_BA_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BA;;EUCO30_2030_BA_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BA;;EUCO30_2030_BA_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BA;;EUCO30_2030_BA_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BA;;EUCO30_2030_BA_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BA;;EUCO30_2030_BA_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BA;;EUCO30_2030_BA_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BA;;EUCO30_2030_BA_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BE;;REF16_2030_BE_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BE;;REF16_2030_BE_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BE;;REF16_2030_BE_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BE;;REF16_2030_BE_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BE;;REF16_2030_BE_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BE;;REF16_2030_BE_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BE;;REF16_2030_BE_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BE;;REF16_2030_BE_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BE;;EUCO30_2030_BE_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BE;;EUCO30_2030_BE_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BE;;EUCO30_2030_BE_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BE;;EUCO30_2030_BE_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BE;;EUCO30_2030_BE_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BE;;EUCO30_2030_BE_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BE;;EUCO30_2030_BE_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BE;;EUCO30_2030_BE_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BG;;REF16_2030_BG_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
