Class;Data Name;Technology;Zone;GMT;Location;Source;Source date;Creator;Creation date;Validator;Validation date;Validation Status;Public data?;Comments
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BG;;REF16_2030_BG_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BG;;REF16_2030_BG_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BG;;REF16_2030_BG_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BG;;REF16_2030_BG_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BG;;REF16_2030_BG_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BG;;REF16_2030_BG_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BG;;REF16_2030_BG_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;BG;;EUCO30_2030_BG_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;BG;;EUCO30_2030_BG_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;BG;;EUCO30_2030_BG_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;BG;;EUCO30_2030_BG_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;BG;;EUCO30_2030_BG_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;BG;;EUCO30_2030_BG_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;BG;;EUCO30_2030_BG_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;BG;;EUCO30_2030_BG_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CH;;REF16_2030_CH_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CH;;REF16_2030_CH_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CH;;REF16_2030_CH_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CH;;REF16_2030_CH_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CH;;REF16_2030_CH_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CH;;REF16_2030_CH_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CH;;REF16_2030_CH_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CH;;REF16_2030_CH_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CH;;EUCO30_2030_CH_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CH;;EUCO30_2030_CH_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CH;;EUCO30_2030_CH_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CH;;EUCO30_2030_CH_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CH;;EUCO30_2030_CH_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CH;;EUCO30_2030_CH_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CH;;EUCO30_2030_CH_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CH;;EUCO30_2030_CH_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CY;;REF16_2030_CY_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CY;;REF16_2030_CY_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CY;;REF16_2030_CY_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CY;;REF16_2030_CY_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CY;;REF16_2030_CY_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CY;;REF16_2030_CY_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CY;;REF16_2030_CY_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CY;;REF16_2030_CY_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CY;;EUCO30_2030_CY_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CY;;EUCO30_2030_CY_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CY;;EUCO30_2030_CY_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CY;;EUCO30_2030_CY_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CY;;EUCO30_2030_CY_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CY;;EUCO30_2030_CY_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CY;;EUCO30_2030_CY_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CY;;EUCO30_2030_CY_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CZ;;REF16_2030_CZ_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CZ;;REF16_2030_CZ_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CZ;;REF16_2030_CZ_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CZ;;REF16_2030_CZ_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CZ;;REF16_2030_CZ_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CZ;;REF16_2030_CZ_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CZ;;REF16_2030_CZ_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CZ;;REF16_2030_CZ_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;CZ;;EUCO30_2030_CZ_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;CZ;;EUCO30_2030_CZ_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;CZ;;EUCO30_2030_CZ_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;CZ;;EUCO30_2030_CZ_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;CZ;;EUCO30_2030_CZ_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;CZ;;EUCO30_2030_CZ_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;CZ;;EUCO30_2030_CZ_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;CZ;;EUCO30_2030_CZ_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;DE;;REF16_2030_DE_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;DE;;REF16_2030_DE_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;DE;;REF16_2030_DE_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;DE;;REF16_2030_DE_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;DE;;REF16_2030_DE_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;DE;;REF16_2030_DE_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;DE;;REF16_2030_DE_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;DE;;REF16_2030_DE_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;DE;;EUCO30_2030_DE_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;DE;;EUCO30_2030_DE_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;DE;;EUCO30_2030_DE_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;DE;;EUCO30_2030_DE_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;DE;;EUCO30_2030_DE_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;DE;;EUCO30_2030_DE_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;DE;;EUCO30_2030_DE_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;DE;;EUCO30_2030_DE_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;DK;;REF16_2030_DK_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;DK;;REF16_2030_DK_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;DK;;REF16_2030_DK_GasForCombinedHeatPower_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;DK;;REF16_2030_DK_GasForCombinedHeatPower_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;DK;;REF16_2030_DK_GasForFinalEnergyUse_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;DK;;REF16_2030_DK_GasForFinalEnergyUse_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;DK;;REF16_2030_DK_GasForDistrictHeat_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;DK;;REF16_2030_DK_GasForDistrictHeat_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;DK;;EUCO30_2030_DK_GasForPowerOnly_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;DK;;EUCO30_2030_DK_GasForPowerOnly_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower Thermosensitive;DK;;EUCO30_2030_DK_GasForCombinedHeatPower_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForCombinedHeatPower nonThermosensitive;DK;;EUCO30_2030_DK_GasForCombinedHeatPower_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse Thermosensitive;DK;;EUCO30_2030_DK_GasForFinalEnergyUse_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForFinalEnergyUse nonThermosensitive;DK;;EUCO30_2030_DK_GasForFinalEnergyUse_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat Thermosensitive;DK;;EUCO30_2030_DK_GasForDistrictHeat_Thermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForDistrictHeat nonThermosensitive;DK;;EUCO30_2030_DK_GasForDistrictHeat_nonThermosensitive_daily.csv;EUCO30_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly Thermosensitive;EE;;REF16_2030_EE_GasForPowerOnly_Thermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
RandomValueData;_demand;GasForPowerOnly nonThermosensitive;EE;;REF16_2030_EE_GasForPowerOnly_nonThermosensitive_daily.csv;REF15_2030_daily;Artelys;;;;;;;
